timestamp,landmark,x,y,z
2024-11-03T16:48:29.676224,0,0.5635272264480591,0.6173499822616577,-1.1626840829849243
2024-11-03T16:48:29.676224,1,0.5891615152359009,0.5598880052566528,-1.0990018844604492
2024-11-03T16:48:29.676224,2,0.602907657623291,0.5645660161972046,-1.0996885299682617
2024-11-03T16:48:29.676224,3,0.6181153655052185,0.5712809562683105,-1.0996111631393433
2024-11-03T16:48:29.676224,4,0.5407675504684448,0.5456869602203369,-1.1183825731277466
2024-11-03T16:48:29.676224,5,0.5256901383399963,0.5424532890319824,-1.119279384613037
2024-11-03T16:48:29.676224,6,0.51031094789505,0.5384113788604736,-1.1198203563690186
2024-11-03T16:48:29.676224,7,0.6218134164810181,0.5974925756454468,-0.6711211800575256
2024-11-03T16:48:29.676224,8,0.48300471901893616,0.5473400354385376,-0.7614302635192871
2024-11-03T16:48:29.676224,9,0.5829384922981262,0.6895098686218262,-0.98993980884552
2024-11-03T16:48:29.676224,10,0.5270609259605408,0.6706873178482056,-1.021786093711853
2024-11-03T16:48:29.676224,11,0.6535816788673401,0.9018116593360901,-0.35760071873664856
2024-11-03T16:48:29.676224,12,0.34566250443458557,0.8412958979606628,-0.5423627495765686
2024-11-03T16:48:29.676224,13,0.6852816343307495,1.3018956184387207,-0.41692787408828735
2024-11-03T16:48:29.676224,14,0.2577853500843048,1.249413251876831,-0.7433280348777771
2024-11-03T16:48:29.676224,15,0.7029216289520264,1.595582127571106,-0.8547669649124146
2024-11-03T16:48:29.676224,16,0.25433093309402466,1.5850845575332642,-1.194167137145996
2024-11-03T16:48:29.676224,17,0.7224403619766235,1.694983720779419,-0.9638556241989136
2024-11-03T16:48:29.676224,18,0.23555612564086914,1.689484715461731,-1.3302291631698608
2024-11-03T16:48:29.676224,19,0.7062180042266846,1.6808267831802368,-1.0408129692077637
2024-11-03T16:48:29.676224,20,0.2593707740306854,1.686855435371399,-1.3936710357666016
2024-11-03T16:48:29.676224,21,0.6892504692077637,1.6454023122787476,-0.8952657580375671
2024-11-03T16:48:29.676224,22,0.2752124071121216,1.6502751111984253,-1.2315881252288818
2024-11-03T16:48:29.676224,23,0.5557142496109009,1.630905032157898,0.07924016565084457
2024-11-03T16:48:29.676224,24,0.35541313886642456,1.6073025465011597,-0.07996100187301636
2024-11-03T16:48:29.676224,25,0.5564695596694946,2.2897839546203613,0.0003796095261350274
2024-11-03T16:48:29.676224,26,0.37850838899612427,2.222029209136963,-0.32809337973594666
2024-11-03T16:48:29.676224,27,0.5300730466842651,2.793397903442383,0.3649654686450958
2024-11-03T16:48:29.676224,28,0.333321213722229,2.751232862472534,0.30953744053840637
2024-11-03T16:48:29.676224,29,0.5249319076538086,2.8750500679016113,0.3773483633995056
2024-11-03T16:48:29.676224,30,0.3194490969181061,2.824702262878418,0.358481228351593
2024-11-03T16:48:29.676224,31,0.5103384256362915,2.9278690814971924,-0.0354405976831913
2024-11-03T16:48:29.676224,32,0.37878504395484924,2.918740749359131,0.0022773174569010735
2024-11-03T16:48:30.133921,0,0.5493181943893433,0.6487003564834595,-0.9871524572372437
2024-11-03T16:48:30.133921,1,0.5706380605697632,0.5948310494422913,-0.9296706318855286
2024-11-03T16:48:30.133921,2,0.5848373174667358,0.5986686944961548,-0.9302746653556824
2024-11-03T16:48:30.133921,3,0.5947685837745667,0.6022288799285889,-0.9301925897598267
2024-11-03T16:48:30.133921,4,0.5268827676773071,0.5815938711166382,-0.9399456977844238
2024-11-03T16:48:30.133921,5,0.513344943523407,0.5780075788497925,-0.9407453536987305
2024-11-03T16:48:30.133921,6,0.5004312992095947,0.5754942297935486,-0.9412933588027954
2024-11-03T16:48:30.133921,7,0.6005054116249084,0.6236651539802551,-0.5550371408462524
2024-11-03T16:48:30.133921,8,0.4736437201499939,0.5913287997245789,-0.600053608417511
2024-11-03T16:48:30.133921,9,0.565054714679718,0.7123575806617737,-0.834216296672821
2024-11-03T16:48:30.133921,10,0.5155744552612305,0.7006022930145264,-0.8526114225387573
2024-11-03T16:48:30.133921,11,0.650341272354126,0.9261165261268616,-0.30364876985549927
2024-11-03T16:48:30.133921,12,0.3456136882305145,0.8611030578613281,-0.38953202962875366
2024-11-03T16:48:30.133921,13,0.6858739256858826,1.3094983100891113,-0.282248318195343
2024-11-03T16:48:30.133921,14,0.2580070495605469,1.128999948501587,-0.5835062265396118
2024-11-03T16:48:30.133921,15,0.6939162015914917,1.5957353115081787,-0.54698246717453
2024-11-03T16:48:30.133921,16,0.2524486184120178,1.5626734495162964,-1.020330548286438
2024-11-03T16:48:30.133921,17,0.7086464166641235,1.694036841392517,-0.6234997510910034
2024-11-03T16:48:30.133921,18,0.23184052109718323,1.6500369310379028,-1.1360869407653809
2024-11-03T16:48:30.133921,19,0.6889053583145142,1.6808724403381348,-0.6932687163352966
2024-11-03T16:48:30.133921,20,0.253490686416626,1.6523175239562988,-1.1932622194290161
2024-11-03T16:48:30.133921,21,0.6767028570175171,1.6453958749771118,-0.5790607929229736
2024-11-03T16:48:30.133921,22,0.2691505551338196,1.6192184686660767,-1.0551344156265259
2024-11-03T16:48:30.133921,23,0.5541900396347046,1.6382944583892822,0.045594483613967896
2024-11-03T16:48:30.133921,24,0.35715657472610474,1.6076737642288208,-0.04640567675232887
2024-11-03T16:48:30.133921,25,0.553277850151062,2.289097547531128,-0.09599094092845917
2024-11-03T16:48:30.133921,26,0.3730984330177307,2.2055532932281494,-0.23451554775238037
2024-11-03T16:48:30.133921,27,0.5138722062110901,2.800574541091919,0.1404629647731781
2024-11-03T16:48:30.133921,28,0.3373996317386627,2.7470574378967285,0.3292839527130127
2024-11-03T16:48:30.133921,29,0.5140669941902161,2.892500400543213,0.14152845740318298
2024-11-03T16:48:30.133921,30,0.3278401792049408,2.825366497039795,0.37296155095100403
2024-11-03T16:48:30.133921,31,0.4646664261817932,2.920384407043457,-0.26423412561416626
2024-11-03T16:48:30.133921,32,0.3726116120815277,2.887579917907715,0.054228782653808594
2024-11-03T16:48:30.561824,0,0.513312578201294,0.701104998588562,-0.8878978490829468
2024-11-03T16:48:30.561824,1,0.5311864614486694,0.6498190760612488,-0.830182671546936
2024-11-03T16:48:30.561824,2,0.5466945767402649,0.6525074243545532,-0.8307949900627136
2024-11-03T16:48:30.561824,3,0.5551499128341675,0.6545445919036865,-0.8307148218154907
2024-11-03T16:48:30.561824,4,0.491574764251709,0.6463546752929688,-0.8385707139968872
2024-11-03T16:48:30.561824,5,0.4783080220222473,0.6445261836051941,-0.8393063545227051
2024-11-03T16:48:30.561824,6,0.46634411811828613,0.6439707279205322,-0.8398154973983765
2024-11-03T16:48:30.561824,7,0.5611655116081238,0.681120753288269,-0.48171892762184143
2024-11-03T16:48:30.561824,8,0.4509548246860504,0.6662662625312805,-0.5183683633804321
2024-11-03T16:48:30.561824,9,0.5322035551071167,0.7628706097602844,-0.7475437521934509
2024-11-03T16:48:30.561824,10,0.4882167875766754,0.7520028948783875,-0.7634649872779846
2024-11-03T16:48:30.561824,11,0.6318913102149963,0.9937842488288879,-0.2593352198600769
2024-11-03T16:48:30.561824,12,0.3366623520851135,0.9459107518196106,-0.34239888191223145
2024-11-03T16:48:30.561824,13,0.6775621771812439,1.3814505338668823,-0.2715265154838562
2024-11-03T16:48:30.561824,14,0.2580072283744812,1.3478715419769287,-0.5892505049705505
2024-11-03T16:48:30.561824,15,0.683967113494873,1.6543821096420288,-0.5779799222946167
2024-11-03T16:48:30.561824,16,0.25245797634124756,1.6175894737243652,-1.0874345302581787
2024-11-03T16:48:30.561824,17,0.7010170221328735,1.7433059215545654,-0.6602905988693237
2024-11-03T16:48:30.561824,18,0.23164603114128113,1.6899081468582153,-1.215808629989624
2024-11-03T16:48:30.561824,19,0.6782063245773315,1.7327512502670288,-0.7344971299171448
